Algorithm,Function,Instance,Dimension,ERT,min_ERT,RELERT
CMAmh_brockhoff_noiseless,17,4,2,2386.8888888888887,412.76190476190476,5.7827257345023835
CMAmh_brockhoff_noiseless,17,4,3,8872.217391304348,592.5454545454545,14.973057886521607
CMAmh_brockhoff_noiseless,17,4,5,8021.115384615385,1310.32,6.121493516557318
CMAmh_brockhoff_noiseless,17,4,10,29960.793103448275,2803.4166666666665,10.687242271079318
CMAmh_brockhoff_noiseless,17,5,2,874.0,412.76190476190476,2.1174434702353486
CMAmh_brockhoff_noiseless,17,5,3,3414.9,592.5454545454545,5.763102178582388
CMAmh_brockhoff_noiseless,17,5,5,9412.0,1310.32,7.182978203797546
CMAmh_brockhoff_noiseless,17,5,10,18910.3125,2803.4166666666665,6.745451978240838
CMAmh_brockhoff_noiseless,18,1,2,2218.2631578947367,554.4,4.001196172248804
CMAmh_brockhoff_noiseless,18,1,3,6078.137931034483,1077.2894736842106,5.642065646708609
CMAmh_brockhoff_noiseless,18,1,5,20997.89285714286,3361.3529411764707,6.24685750785623
CMAmh_brockhoff_noiseless,18,1,10,43788.96875,14591.9898989899,3.0008908348429713
CMAmh_brockhoff_noiseless,18,2,2,4514.6875,554.4,8.143375721500721
CMAmh_brockhoff_noiseless,18,2,3,8429.619047619048,1077.2894736842106,7.824841190354051
CMAmh_brockhoff_noiseless,18,2,5,17167.55172413793,3361.3529411764707,5.10733386959636
CMAmh_brockhoff_noiseless,18,2,10,20959.28125,14591.9898989899,1.436355246617246
CMAmh_brockhoff_noiseless,18,3,2,3885.65,554.4,7.008748196248197
CMAmh_brockhoff_noiseless,18,3,3,4146.15,1077.2894736842106,3.848687006864205
CMAmh_brockhoff_noiseless,18,3,5,16822.035714285714,3361.3529411764707,5.004543113642216
CMAmh_brockhoff_noiseless,18,3,10,39523.58064516129,14591.9898989899,2.7085805924178463
CMAmh_brockhoff_noiseless,18,4,2,4175.0,554.4,7.530663780663781
CMAmh_brockhoff_noiseless,18,4,3,4981.888888888889,1077.2894736842106,4.62446632087788
CMAmh_brockhoff_noiseless,18,4,5,7579.62962962963,3361.3529411764707,2.254934177479371
CMAmh_brockhoff_noiseless,18,4,10,56582.7,14591.9898989899,3.877654822384219
CMAmh_brockhoff_noiseless,18,5,2,4567.3125,554.4,8.23829816017316
CMAmh_brockhoff_noiseless,18,5,3,13997.375,1077.2894736842106,12.993141900969782
CMAmh_brockhoff_noiseless,18,5,5,18535.30769230769,3361.3529411764707,5.514240252860906
CMAmh_brockhoff_noiseless,18,5,10,25962.166666666668,14591.9898989899,1.779206732350044
CMAmh_brockhoff_noiseless,19,1,2,1829.8333333333333,218.0,8.393730886850152
CMAmh_brockhoff_noiseless,19,1,3,53842.05263157895,679.8780487804878,79.19369176303988
CMAmh_brockhoff_noiseless,19,1,5,413569.05,12788.318181818182,32.3395965067551
CMAmh_brockhoff_noiseless,19,1,10,844255.2916666666,123907.62790697675,6.8135861038392935
CMAmh_brockhoff_noiseless,19,2,2,319.0833333333333,218.0,1.4636850152905199
CMAmh_brockhoff_noiseless,19,2,3,14631.25,679.8780487804878,21.520403587443948
CMAmh_brockhoff_noiseless,19,2,5,613648.3478260869,12788.318181818182,47.98507036668377
CMAmh_brockhoff_noiseless,19,2,10,1443402.857142857,123907.62790697675,11.649023401743168
CMAmh_brockhoff_noiseless,19,3,2,1133.4347826086957,218.0,5.199242122058237
CMAmh_brockhoff_noiseless,19,3,3,63170.380952380954,679.8780487804878,92.91428229767243
CMAmh_brockhoff_noiseless,19,3,5,246737.75,12788.318181818182,19.293995230021718
CMAmh_brockhoff_noiseless,19,3,10,1692661.75,123907.62790697675,13.660674315149995
CMAmh_brockhoff_noiseless,19,4,2,1166.2666666666667,218.0,5.349847094801223
CMAmh_brockhoff_noiseless,19,4,3,4417.166666666667,679.8780487804878,6.49699850523169
CMAmh_brockhoff_noiseless,19,4,5,219596.4347826087,12788.318181818182,17.17164303081076
CMAmh_brockhoff_noiseless,19,4,10,629661.8064516129,123907.62790697675,5.0817033389125115
CMAmh_brockhoff_noiseless,19,5,2,2250.75,218.0,10.32454128440367
CMAmh_brockhoff_noiseless,19,5,3,88291.95,679.8780487804878,129.8643928251121
CMAmh_brockhoff_noiseless,19,5,5,320502.05555555556,12788.318181818182,25.062095812663625
CMAmh_brockhoff_noiseless,19,5,10,1820250.7727272727,123907.62790697675,14.690385115707485
CMAmh_brockhoff_noiseless,20,1,2,1850.857142857143,153.5,12.057701256398325
CMAmh_brockhoff_noiseless,20,1,3,31112.25,458.48,67.85955766881871
CMAmh_brockhoff_noiseless,20,1,5,33003.72727272727,5855.166666666667,5.636684513289221
CMAmh_brockhoff_noiseless,20,1,10,453421.0333333333,74530.03448275862,6.0837357245316355
CMAmh_brockhoff_noiseless,20,2,2,5088.133333333333,153.5,33.14744842562432
CMAmh_brockhoff_noiseless,20,2,3,35898.25,458.48,78.29839905775606
CMAmh_brockhoff_noiseless,20,2,5,54905.208333333336,5855.166666666667,9.377223819418747
CMAmh_brockhoff_noiseless,20,2,10,416321.14285714284,74530.03448275862,5.585951297975749
CMAmh_brockhoff_noiseless,20,3,2,255.0,153.5,1.6612377850162867
CMAmh_brockhoff_noiseless,20,3,3,3139.0555555555557,458.48,6.846657554431067
CMAmh_brockhoff_noiseless,20,3,5,98175.96,5855.166666666667,16.767406564003302
CMAmh_brockhoff_noiseless,20,3,10,469382.6451612903,74530.03448275862,6.297899208269852
CMAmh_brockhoff_noiseless,20,4,2,9256.857142857143,153.5,60.30525825965566
CMAmh_brockhoff_noiseless,20,4,3,50844.84210526316,458.48,110.89871336865983
CMAmh_brockhoff_noiseless,20,4,5,57688.318181818184,5855.166666666667,9.852549289542258
CMAmh_brockhoff_noiseless,20,4,10,421968.8,74530.03448275862,5.66172822712991
CMAmh_brockhoff_noiseless,20,5,2,6555.5625,153.5,42.70724755700326
CMAmh_brockhoff_noiseless,20,5,3,25718.533333333333,458.48,56.095213168149826
CMAmh_brockhoff_noiseless,20,5,5,114416.26315789473,5855.166666666667,19.541077081420067
CMAmh_brockhoff_noiseless,20,5,10,490901.3214285714,74530.03448275862,6.586624101752347
CMAmh_brockhoff_noiseless,21,1,2,875.875,93.44444444444444,9.37321640903686
CMAmh_brockhoff_noiseless,21,1,3,82607.625,152.64285714285714,541.1823818437061
CMAmh_brockhoff_noiseless,21,1,5,inf,285.93333333333334,1000000.0
CMAmh_brockhoff_noiseless,21,1,10,inf,432.94736842105266,1000000.0
CMAmh_brockhoff_noiseless,21,2,2,609.0,93.44444444444444,6.517241379310345
CMAmh_brockhoff_noiseless,21,2,3,444.47058823529414,152.64285714285714,2.9118335214291617
CMAmh_brockhoff_noiseless,21,2,5,190139.16666666666,285.93333333333334,664.9772674283049
CMAmh_brockhoff_noiseless,21,2,10,6725.708333333333,432.94736842105266,15.53470196126104
CMAmh_brockhoff_noiseless,21,3,2,121.88888888888889,93.44444444444444,1.3043995243757431
CMAmh_brockhoff_noiseless,21,3,3,952.5384615384615,152.64285714285714,6.240308124257586
CMAmh_brockhoff_noiseless,21,3,5,27106.066666666666,285.93333333333334,94.79855444159477
CMAmh_brockhoff_noiseless,21,3,10,2935.0555555555557,432.94736842105266,6.779243320636464
CMAmh_brockhoff_noiseless,21,4,2,171.6,93.44444444444444,1.836385255648038
CMAmh_brockhoff_noiseless,21,4,3,10735.222222222223,152.64285714285714,70.32901783393127
CMAmh_brockhoff_noiseless,21,4,5,275101.1875,285.93333333333334,962.1165335742597
CMAmh_brockhoff_noiseless,21,4,10,97692.2,432.94736842105266,225.64451738390468
CMAmh_brockhoff_noiseless,21,5,2,181.28571428571428,93.44444444444444,1.9400373704773228
CMAmh_brockhoff_noiseless,21,5,3,4176.454545454545,152.64285714285714,27.360956310886117
CMAmh_brockhoff_noiseless,21,5,5,15009.42857142857,285.93333333333334,52.4927555540752
CMAmh_brockhoff_noiseless,21,5,10,592842.2083333334,432.94736842105266,1369.3170384553043
CMAmh_brockhoff_noiseless,22,1,2,3101.0,91.5,33.89071038251366
CMAmh_brockhoff_noiseless,22,1,3,345.42857142857144,191.33333333333334,1.8053758088601295
CMAmh_brockhoff_noiseless,22,1,5,4793.722222222223,418.55555555555554,11.453013007698434
CMAmh_brockhoff_noiseless,22,1,10,inf,2093.6153846153848,1000000.0
CMAmh_brockhoff_noiseless,22,2,2,232.58333333333334,91.5,2.5418943533697633
CMAmh_brockhoff_noiseless,22,2,3,3099.5555555555557,191.33333333333334,16.199767711962835
CMAmh_brockhoff_noiseless,22,2,5,inf,418.55555555555554,1000000.0
CMAmh_brockhoff_noiseless,22,2,10,inf,2093.6153846153848,1000000.0
CMAmh_brockhoff_noiseless,22,3,2,110513.33333333333,91.5,1207.7959927140255
CMAmh_brockhoff_noiseless,22,3,3,3650.125,191.33333333333334,19.077308362369337
CMAmh_brockhoff_noiseless,22,3,5,7003.866666666667,418.55555555555554,16.73342182107778
CMAmh_brockhoff_noiseless,22,3,10,inf,2093.6153846153848,1000000.0
CMAmh_brockhoff_noiseless,22,4,2,13904.0,91.5,151.95628415300547
CMAmh_brockhoff_noiseless,22,4,3,62511.0,191.33333333333334,326.71254355400697
CMAmh_brockhoff_noiseless,22,4,5,inf,418.55555555555554,1000000.0
CMAmh_brockhoff_noiseless,22,4,10,inf,2093.6153846153848,1000000.0
CMAmh_brockhoff_noiseless,22,5,2,1572.111111111111,91.5,17.18154219793564
CMAmh_brockhoff_noiseless,22,5,3,143059.92307692306,191.33333333333334,747.6999463950682
CMAmh_brockhoff_noiseless,22,5,5,87916.84615384616,418.55555555555554,210.0482122072247
CMAmh_brockhoff_noiseless,22,5,10,inf,2093.6153846153848,1000000.0
CMAmh_brockhoff_noiseless,23,1,2,3880.521739130435,542.8260869565217,7.1487384861834204
CMAmh_brockhoff_noiseless,23,1,3,6946.083333333333,1097.6818181818182,6.327956989247311
CMAmh_brockhoff_noiseless,23,1,5,19362.153846153848,2303.3835616438355,8.405961633387637
CMAmh_brockhoff_noiseless,23,1,10,inf,33065.43965517241,1000000.0
CMAmh_brockhoff_noiseless,23,2,2,7449.933333333333,542.8260869565217,13.724346549192363
CMAmh_brockhoff_noiseless,23,2,3,44765.78571428572,1097.6818181818182,40.78211460989216
CMAmh_brockhoff_noiseless,23,2,5,inf,2303.3835616438355,1000000.0
CMAmh_brockhoff_noiseless,23,2,10,inf,33065.43965517241,1000000.0
CMAmh_brockhoff_noiseless,23,3,2,1138.6190476190477,542.8260869565217,2.097576138985831
CMAmh_brockhoff_noiseless,23,3,3,27045.260869565216,1097.6818181818182,24.63852495467451
CMAmh_brockhoff_noiseless,23,3,5,inf,2303.3835616438355,1000000.0
CMAmh_brockhoff_noiseless,23,3,10,inf,33065.43965517241,1000000.0
CMAmh_brockhoff_noiseless,23,4,2,1359.8333333333333,542.8260869565217,2.505099452676545
CMAmh_brockhoff_noiseless,23,4,3,30414.739130434784,1097.6818181818182,27.708156067313976
CMAmh_brockhoff_noiseless,23,4,5,160246.77777777778,2303.3835616438355,69.57016644827311
CMAmh_brockhoff_noiseless,23,4,10,inf,33065.43965517241,1000000.0
CMAmh_brockhoff_noiseless,23,5,2,10014.066666666668,542.8260869565217,18.448020291015887
CMAmh_brockhoff_noiseless,23,5,3,6351.136363636364,1097.6818181818182,5.7859538697254544
CMAmh_brockhoff_noiseless,23,5,5,inf,2303.3835616438355,1000000.0
CMAmh_brockhoff_noiseless,23,5,10,inf,33065.43965517241,1000000.0
CMAmh_brockhoff_noiseless,24,1,2,inf,525.5555555555555,1000000.0
CMAmh_brockhoff_noiseless,24,1,3,inf,6952.75,1000000.0
CMAmh_brockhoff_noiseless,24,1,5,inf,102048.92307692308,1000000.0
CMAmh_brockhoff_noiseless,24,1,10,inf,695303.2166666667,1000000.0
CMAmh_brockhoff_noiseless,24,2,2,inf,525.5555555555555,1000000.0
CMAmh_brockhoff_noiseless,24,2,3,inf,6952.75,1000000.0
CMAmh_brockhoff_noiseless,24,2,5,inf,102048.92307692308,1000000.0
CMAmh_brockhoff_noiseless,24,2,10,inf,695303.2166666667,1000000.0
CMAmh_brockhoff_noiseless,24,3,2,140658.41666666666,525.5555555555555,267.63757928118395
CMAmh_brockhoff_noiseless,24,3,3,inf,6952.75,1000000.0
CMAmh_brockhoff_noiseless,24,3,5,inf,102048.92307692308,1000000.0
CMAmh_brockhoff_noiseless,24,3,10,inf,695303.2166666667,1000000.0
CMAmh_brockhoff_noiseless,24,4,2,inf,525.5555555555555,1000000.0
CMAmh_brockhoff_noiseless,24,4,3,inf,6952.75,1000000.0
CMAmh_brockhoff_noiseless,24,4,5,inf,102048.92307692308,1000000.0
CMAmh_brockhoff_noiseless,24,4,10,inf,695303.2166666667,1000000.0
CMAmh_brockhoff_noiseless,24,5,2,inf,525.5555555555555,1000000.0
CMAmh_brockhoff_noiseless,24,5,3,inf,6952.75,1000000.0
CMAmh_brockhoff_noiseless,24,5,5,inf,102048.92307692308,1000000.0
CMAmh_brockhoff_noiseless,24,5,10,inf,695303.2166666667,1000000.0
DE-AUTO_voglis_noiseless,1,1,2,104.5,57.5,1.817391304347826
DE-AUTO_voglis_noiseless,1,1,3,140.5,72.66666666666667,1.9334862385321099
DE-AUTO_voglis_noiseless,1,1,5,108.5,76.66666666666667,1.4152173913043478
DE-AUTO_voglis_noiseless,1,1,10,262.0,104.0,2.519230769230769
DE-AUTO_voglis_noiseless,1,2,2,74.66666666666667,57.5,1.2985507246376813
DE-AUTO_voglis_noiseless,1,2,3,90.5,72.66666666666667,1.2454128440366972
DE-AUTO_voglis_noiseless,1,2,5,173.0,76.66666666666667,2.256521739130435
DE-AUTO_voglis_noiseless,1,2,10,234.33333333333334,104.0,2.253205128205128
DE-AUTO_voglis_noiseless,1,3,2,97.0,57.5,1.6869565217391305
DE-AUTO_voglis_noiseless,1,3,3,151.0,72.66666666666667,2.0779816513761467
DE-AUTO_voglis_noiseless,1,3,5,118.0,76.66666666666667,1.5391304347826087
DE-AUTO_voglis_noiseless,1,3,10,277.3333333333333,104.0,2.6666666666666665
DE-AUTO_voglis_noiseless,1,4,2,69.0,57.5,1.2
DE-AUTO_voglis_noiseless,1,4,3,108.0,72.66666666666667,1.4862385321100917
DE-AUTO_voglis_noiseless,1,4,5,152.33333333333334,76.66666666666667,1.9869565217391305
DE-AUTO_voglis_noiseless,1,4,10,181.33333333333334,104.0,1.7435897435897436
DE-AUTO_voglis_noiseless,1,5,2,73.0,57.5,1.2695652173913043
DE-AUTO_voglis_noiseless,1,5,3,104.0,72.66666666666667,1.4311926605504586
DE-AUTO_voglis_noiseless,1,5,5,139.33333333333334,76.66666666666667,1.817391304347826
DE-AUTO_voglis_noiseless,1,5,10,182.0,104.0,1.75
DE-AUTO_voglis_noiseless,2,1,2,142.2,109.11111111111111,1.3032586558044805
DE-AUTO_voglis_noiseless,2,1,3,242.45,162.6875,1.4902804456396466
DE-AUTO_voglis_noiseless,2,1,5,324.741935483871,209.21428571428572,1.55219771142854
DE-AUTO_voglis_noiseless,2,1,10,690.0434782608696,524.5384615384615,1.3155250355464592
DE-AUTO_voglis_noiseless,2,2,2,180.41666666666666,109.11111111111111,1.6535132382892055
DE-AUTO_voglis_noiseless,2,2,3,205.57894736842104,162.6875,1.2636431647693955
DE-AUTO_voglis_noiseless,2,2,5,381.5625,209.21428571428572,1.8237879822465004
DE-AUTO_voglis_noiseless,2,2,10,912.8695652173913,524.5384615384615,1.7403291315187104
DE-AUTO_voglis_noiseless,2,3,2,142.30769230769232,109.11111111111111,1.3042456525144916
DE-AUTO_voglis_noiseless,2,3,3,193.4,162.6875,1.1887821744141376
DE-AUTO_voglis_noiseless,2,3,5,400.1764705882353,209.21428571428572,1.9127588215210973
DE-AUTO_voglis_noiseless,2,3,10,677.0,524.5384615384615,1.290658454318815
DE-AUTO_voglis_noiseless,2,4,2,138.25,109.11111111111111,1.2670570264765784
DE-AUTO_voglis_noiseless,2,4,3,204.6,162.6875,1.257625816365732
DE-AUTO_voglis_noiseless,2,4,5,326.1111111111111,209.21428571428572,1.558742081104662
DE-AUTO_voglis_noiseless,2,4,10,828.9565217391304,524.5384615384615,1.5803541256208673
DE-AUTO_voglis_noiseless,2,5,2,166.76923076923077,109.11111111111111,1.5284349052169826
DE-AUTO_voglis_noiseless,2,5,3,221.9,162.6875,1.3639646561659624
DE-AUTO_voglis_noiseless,2,5,5,354.9,209.21428571428572,1.696346876066917
DE-AUTO_voglis_noiseless,2,5,10,581.0869565217391,524.5384615384615,1.1078061936915395
DE-AUTO_voglis_noiseless,3,1,2,959.7,233.5,4.110064239828694
DE-AUTO_voglis_noiseless,3,1,3,13178.0,413.0769230769231,31.902048417132214
DE-AUTO_voglis_noiseless,3,1,5,118300.0,734.4285714285714,161.07761135965765
DE-AUTO_voglis_noiseless,3,1,10,372978.0,1869.25,199.53350274174133
DE-AUTO_voglis_noiseless,3,2,2,5983.944444444444,233.5,25.627171068284557
DE-AUTO_voglis_noiseless,3,2,3,3318.9166666666665,413.0769230769231,8.034621353196771
DE-AUTO_voglis_noiseless,3,2,5,35331.142857142855,734.4285714285714,48.106983077222324
DE-AUTO_voglis_noiseless,3,2,10,137263.07142857142,1869.25,73.43216339632014
DE-AUTO_voglis_noiseless,3,3,2,4404.470588235294,233.5,18.862829071671495
DE-AUTO_voglis_noiseless,3,3,3,5226.066666666667,413.0769230769231,12.651558038485412
DE-AUTO_voglis_noiseless,3,3,5,68318.0,734.4285714285714,93.02198015950204
DE-AUTO_voglis_noiseless,3,3,10,244287.65384615384,1869.25,130.6875237909075
DE-AUTO_voglis_noiseless,3,4,2,12152.142857142857,233.5,52.04343836035485
DE-AUTO_voglis_noiseless,3,4,3,4678.235294117647,413.0769230769231,11.325336838646072
DE-AUTO_voglis_noiseless,3,4,5,52817.85,734.4285714285714,71.916932503404
DE-AUTO_voglis_noiseless,3,4,10,144243.25,1869.25,77.16637688912665
DE-AUTO_voglis_noiseless,3,5,2,856.3846153846154,233.5,3.6676000658870036
DE-AUTO_voglis_noiseless,3,5,3,3890.4545454545455,413.0769230769231,9.418232605383443
DE-AUTO_voglis_noiseless,3,5,5,7493.217391304348,734.4285714285714,10.202785788587908
DE-AUTO_voglis_noiseless,3,5,10,452014.0,1869.25,241.81570148455262
DE-AUTO_voglis_noiseless,4,1,2,6229.0,155.0,40.18709677419355
DE-AUTO_voglis_noiseless,4,1,3,4989.16,1604.0666666666666,3.110319604338972
DE-AUTO_voglis_noiseless,4,1,5,35632.25806451613,3494.625,10.196303770652396
DE-AUTO_voglis_noiseless,4,1,10,889952.6666666666,7937.846153846154,112.11513166395326
DE-AUTO_voglis_noiseless,4,2,2,7870.888888888889,155.0,50.779928315412185
DE-AUTO_voglis_noiseless,4,2,3,2847.8333333333335,1604.0666666666666,1.7753834005236693
DE-AUTO_voglis_noiseless,4,2,5,15977.73076923077,3494.625,4.5720873539308995
DE-AUTO_voglis_noiseless,4,2,10,296375.0,7937.846153846154,37.336954415070934
DE-AUTO_voglis_noiseless,4,3,2,155.0,155.0,1.0
DE-AUTO_voglis_noiseless,4,3,3,13319.64,1604.0666666666666,8.303669839158804
DE-AUTO_voglis_noiseless,4,3,5,177977.0,3494.625,50.928783488929426
DE-AUTO_voglis_noiseless,4,3,10,534151.0,7937.846153846154,67.29167958756493
DE-AUTO_voglis_noiseless,4,4,2,7661.75,155.0,49.43064516129032
DE-AUTO_voglis_noiseless,4,4,3,16727.366666666665,1604.0666666666666,10.428099413989443
DE-AUTO_voglis_noiseless,4,4,5,68515.0,3494.625,19.605823228529527
DE-AUTO_voglis_noiseless,4,4,10,427300.4137931034,7937.846153846154,53.83077544102589
DE-AUTO_voglis_noiseless,4,5,2,914.2,155.0,5.898064516129033
DE-AUTO_voglis_noiseless,4,5,3,14122.657142857142,1604.0666666666666,8.804283161250869
DE-AUTO_voglis_noiseless,4,5,5,45849.57692307692,3494.625,13.120027734900575
DE-AUTO_voglis_noiseless,4,5,10,928889.0,7937.846153846154,117.02028258004496
DE-AUTO_voglis_noiseless,5,1,2,202.0,3.0,67.33333333333333
DE-AUTO_voglis_noiseless,5,1,3,207.0,11.0,18.818181818181817
DE-AUTO_voglis_noiseless,5,1,5,235.0,20.0,11.75
DE-AUTO_voglis_noiseless,5,1,10,435.0,30.0,14.5
DE-AUTO_voglis_noiseless,5,2,2,76.0,3.0,25.333333333333332
DE-AUTO_voglis_noiseless,5,2,3,101.0,11.0,9.181818181818182
DE-AUTO_voglis_noiseless,5,2,5,324.0,20.0,16.2
DE-AUTO_voglis_noiseless,5,2,10,511.0,30.0,17.033333333333335
DE-AUTO_voglis_noiseless,5,3,2,110.0,3.0,36.666666666666664
DE-AUTO_voglis_noiseless,5,3,3,205.0,11.0,18.636363636363637
DE-AUTO_voglis_noiseless,5,3,5,284.0,20.0,14.2
DE-AUTO_voglis_noiseless,5,3,10,341.0,30.0,11.366666666666667
DE-AUTO_voglis_noiseless,5,4,2,133.0,3.0,44.333333333333336
DE-AUTO_voglis_noiseless,5,4,3,175.0,11.0,15.909090909090908
DE-AUTO_voglis_noiseless,5,4,5,216.0,20.0,10.8
DE-AUTO_voglis_noiseless,5,4,10,346.0,30.0,11.533333333333333
DE-AUTO_voglis_noiseless,5,5,2,110.0,3.0,36.666666666666664
DE-AUTO_voglis_noiseless,5,5,3,161.0,11.0,14.636363636363637
DE-AUTO_voglis_noiseless,5,5,5,227.0,20.0,11.35
DE-AUTO_voglis_noiseless,5,5,10,419.0,30.0,13.966666666666667
DE-AUTO_voglis_noiseless,6,1,2,516.3636363636364,152.73684210526315,3.380740555103064
DE-AUTO_voglis_noiseless,6,1,3,875.060606060606,292.70588235294116,2.9895559290655753
DE-AUTO_voglis_noiseless,6,1,5,1400.5869565217392,775.7222222222222,1.8055264067457788
DE-AUTO_voglis_noiseless,6,1,10,5285.806451612903,2582.548387096774,2.046740528859966
DE-AUTO_voglis_noiseless,6,2,2,399.82142857142856,152.73684210526315,2.6177143841685537
DE-AUTO_voglis_noiseless,6,2,3,336.741935483871,292.70588235294116,1.1504447152784982
DE-AUTO_voglis_noiseless,6,2,5,1266.560975609756,775.7222222222222,1.6327506668320282
DE-AUTO_voglis_noiseless,6,2,10,29894.60606060606,2582.548387096774,11.575622826650195
DE-AUTO_voglis_noiseless,6,3,2,610.2051282051282,152.73684210526315,3.995140398310626
DE-AUTO_voglis_noiseless,6,3,3,754.8222222222222,292.70588235294116,2.57877366916756
DE-AUTO_voglis_noiseless,6,3,5,1200.625,775.7222222222222,1.5477511995989401
DE-AUTO_voglis_noiseless,6,3,10,21645.178571428572,2582.548387096774,8.381325468895263
DE-AUTO_voglis_noiseless,6,4,2,408.2368421052632,152.73684210526315,2.6728118538938666
DE-AUTO_voglis_noiseless,6,4,3,548.5555555555555,292.70588235294116,1.874084494462308
DE-AUTO_voglis_noiseless,6,4,5,1766.025,775.7222222222222,2.276620353792165
DE-AUTO_voglis_noiseless,6,4,10,15234.027027027027,2582.548387096774,5.898835082099924
DE-AUTO_voglis_noiseless,6,5,2,346.85714285714283,152.73684210526315,2.270946145515408
DE-AUTO_voglis_noiseless,6,5,3,817.5909090909091,292.70588235294116,2.7932165302543117
DE-AUTO_voglis_noiseless,6,5,5,917.4444444444445,775.7222222222222,1.1826971281243286
DE-AUTO_voglis_noiseless,6,5,10,22685.35714285714,2582.548387096774,8.784097620861758
DE-AUTO_voglis_noiseless,7,1,2,3059.35,94.0,32.54627659574468
DE-AUTO_voglis_noiseless,7,1,3,6262.625,209.66666666666666,29.869435612082672
DE-AUTO_voglis_noiseless,7,1,5,17865.19230769231,376.125,47.49801876422016
DE-AUTO_voglis_noiseless,7,1,10,81529.30303030302,2405.5,33.89287176483185
DE-AUTO_voglis_noiseless,7,2,2,155.5,94.0,1.6542553191489362
DE-AUTO_voglis_noiseless,7,2,3,3194.923076923077,209.66666666666666,15.23810688516571
DE-AUTO_voglis_noiseless,7,2,5,8554.657894736842,376.125,22.744188487170067
DE-AUTO_voglis_noiseless,7,2,10,478756.7297297297,2405.5,199.02586976916638
DE-AUTO_voglis_noiseless,7,3,2,3789.1176470588234,94.0,40.30976220275344
DE-AUTO_voglis_noiseless,7,3,3,8032.692307692308,209.66666666666666,38.31172801761037
DE-AUTO_voglis_noiseless,7,3,5,24685.4375,376.125,65.63094051179795
DE-AUTO_voglis_noiseless,7,3,10,inf,2405.5,1000000.0
DE-AUTO_voglis_noiseless,7,4,2,1742.6363636363637,94.0,18.538684719535784
DE-AUTO_voglis_noiseless,7,4,3,7566.6,209.66666666666666,36.08871224165342
DE-AUTO_voglis_noiseless,7,4,5,15107.142857142857,376.125,40.165218629824814
DE-AUTO_voglis_noiseless,7,4,10,99638.6875,2405.5,41.4211962170027
DE-AUTO_voglis_noiseless,7,5,2,2485.529411764706,94.0,26.44180225281602
DE-AUTO_voglis_noiseless,7,5,3,5735.75,209.66666666666666,27.356518282988873
DE-AUTO_voglis_noiseless,7,5,5,35460.666666666664,376.125,94.27894095491303
DE-AUTO_voglis_noiseless,7,5,10,1388898.5,2405.5,577.3845354396176
DE-AUTO_voglis_noiseless,8,1,2,866.2631578947369,133.5,6.488862605953085
DE-AUTO_voglis_noiseless,8,1,3,800.3913043478261,228.33333333333334,3.505363376705808
DE-AUTO_voglis_noiseless,8,1,5,1100.7,849.55,1.2956270966982522
DE-AUTO_voglis_noiseless,8,1,10,3711.25,1572.6923076923076,2.3598067987282954
DE-AUTO_voglis_noiseless,8,2,2,966.375,133.5,7.23876404494382
DE-AUTO_voglis_noiseless,8,2,3,8206.29411764706,228.33333333333334,35.93997423787033
DE-AUTO_voglis_noiseless,8,2,5,949.04,849.55,1.1171090577364486
DE-AUTO_voglis_noiseless,8,2,10,3162.086956521739,1572.6923076923076,2.0106202218039915
DE-AUTO_voglis_noiseless,8,3,2,453.1764705882353,133.5,3.394580304031725
DE-AUTO_voglis_noiseless,8,3,3,523.5882352941177,228.33333333333334,2.293087161872048
DE-AUTO_voglis_noiseless,8,3,5,4650.85,849.55,5.474486492849156
DE-AUTO_voglis_noiseless,8,3,10,2990.0833333333335,1572.6923076923076,1.901251324692264
DE-AUTO_voglis_noiseless,8,4,2,390.4375,133.5,2.924625468164794
DE-AUTO_voglis_noiseless,8,4,3,367.9047619047619,228.33333333333334,1.61126173096976
DE-AUTO_voglis_noiseless,8,4,5,4514.96,849.55,5.3145312224118655
DE-AUTO_voglis_noiseless,8,4,10,3199.0588235294117,1572.6923076923076,2.034128867981529
DE-AUTO_voglis_noiseless,8,5,2,297.8666666666667,133.5,2.231210986267166
DE-AUTO_voglis_noiseless,8,5,3,685.6842105263158,228.33333333333334,3.0029965424510183
DE-AUTO_voglis_noiseless,8,5,5,974.5454545454545,849.55,1.1471313690135418
DE-AUTO_voglis_noiseless,8,5,10,4364.304347826087,1572.6923076923076,2.775052899082374
DE-AUTO_voglis_noiseless,9,1,2,559.6,144.9,3.8619737750172534
DE-AUTO_voglis_noiseless,9,1,3,485.35,326.9375,1.4845345058306252
DE-AUTO_voglis_noiseless,9,1,5,2465.6363636363635,639.3,3.856775166019652
DE-AUTO_voglis_noiseless,9,1,10,3790.823529411765,1951.0,1.943015648083939
DE-AUTO_voglis_noiseless,9,2,2,499.5,144.9,3.4472049689440993
DE-AUTO_voglis_noiseless,9,2,3,801.0833333333334,326.9375,2.4502644491174412
DE-AUTO_voglis_noiseless,9,2,5,872.5172413793103,639.3,1.3648009406840458
DE-AUTO_voglis_noiseless,9,2,10,2169.214285714286,1951.0,1.111847404261551
DE-AUTO_voglis_noiseless,9,3,2,619.1363636363636,144.9,4.2728527511136205
DE-AUTO_voglis_noiseless,9,3,3,378.29411764705884,326.9375,1.157083900277756
