Algorithm,Function,Instance,Dimension,ERT,min_ERT,RELERT
BIPOP-aCMA-STEP_loshchilov_noiseless,13,4,3,1274.2916666666667,365.4230769230769,3.4871680174016775
BIPOP-aCMA-STEP_loshchilov_noiseless,13,4,5,2561.0,660.6666666666666,3.8763874873864785
BIPOP-aCMA-STEP_loshchilov_noiseless,13,4,10,10276.25,1631.1612903225807,6.2999594589249694
BIPOP-aCMA-STEP_loshchilov_noiseless,13,5,2,899.7692307692307,144.66666666666666,6.219602977667494
BIPOP-aCMA-STEP_loshchilov_noiseless,13,5,3,1148.5652173913043,365.4230769230769,3.143110793829482
BIPOP-aCMA-STEP_loshchilov_noiseless,13,5,5,2803.296296296296,660.6666666666666,4.243132638188138
BIPOP-aCMA-STEP_loshchilov_noiseless,13,5,10,6866.133333333333,1631.1612903225807,4.209352793049348
BIPOP-aCMA-STEP_loshchilov_noiseless,14,1,2,392.47058823529414,114.1875,3.4370713802762487
BIPOP-aCMA-STEP_loshchilov_noiseless,14,1,3,644.5217391304348,150.33333333333334,4.287284295767859
BIPOP-aCMA-STEP_loshchilov_noiseless,14,1,5,1130.8076923076924,485.52,2.329065110206979
BIPOP-aCMA-STEP_loshchilov_noiseless,14,1,10,2842.548387096774,1067.7931034482758,2.6620778668800122
BIPOP-aCMA-STEP_loshchilov_noiseless,14,2,2,372.3888888888889,114.1875,3.261205376147905
BIPOP-aCMA-STEP_loshchilov_noiseless,14,2,3,611.1538461538462,150.33333333333334,4.065324918983456
BIPOP-aCMA-STEP_loshchilov_noiseless,14,2,5,1087.7407407407406,485.52,2.240362375887174
BIPOP-aCMA-STEP_loshchilov_noiseless,14,2,10,2859.3548387096776,1067.7931034482758,2.677817293889448
BIPOP-aCMA-STEP_loshchilov_noiseless,14,3,2,374.0,114.1875,3.2753147235905855
BIPOP-aCMA-STEP_loshchilov_noiseless,14,3,3,483.11538461538464,150.33333333333334,3.213627835579055
BIPOP-aCMA-STEP_loshchilov_noiseless,14,3,5,1040.8,485.52,2.1436810018124897
BIPOP-aCMA-STEP_loshchilov_noiseless,14,3,10,2992.516129032258,1067.7931034482758,2.802524308659029
BIPOP-aCMA-STEP_loshchilov_noiseless,14,4,2,446.65,114.1875,3.9115489874110563
BIPOP-aCMA-STEP_loshchilov_noiseless,14,4,3,698.5,150.33333333333334,4.646341463414634
BIPOP-aCMA-STEP_loshchilov_noiseless,14,4,5,1095.4333333333334,485.52,2.2562064041302796
BIPOP-aCMA-STEP_loshchilov_noiseless,14,4,10,2546.064516129032,1067.7931034482758,2.3844174568152794
BIPOP-aCMA-STEP_loshchilov_noiseless,14,5,2,466.8666666666667,114.1875,4.088596971355592
BIPOP-aCMA-STEP_loshchilov_noiseless,14,5,3,715.75,150.33333333333334,4.761086474501108
BIPOP-aCMA-STEP_loshchilov_noiseless,14,5,5,1373.5625,485.52,2.8290544158840008
BIPOP-aCMA-STEP_loshchilov_noiseless,14,5,10,2700.3548387096776,1067.7931034482758,2.528912042969084
BIPOP-aCMA-STEP_loshchilov_noiseless,15,1,2,6470.727272727273,126.27272727272727,51.244060475161994
BIPOP-aCMA-STEP_loshchilov_noiseless,15,1,3,5423.210526315789,492.29411764705884,11.016200137097432
BIPOP-aCMA-STEP_loshchilov_noiseless,15,1,5,31289.85,5983.176470588235,5.229638496175551
BIPOP-aCMA-STEP_loshchilov_noiseless,15,1,10,181169.25,17701.137931034482,10.234892847333018
BIPOP-aCMA-STEP_loshchilov_noiseless,15,2,2,2830.0833333333335,126.27272727272727,22.41246700263979
BIPOP-aCMA-STEP_loshchilov_noiseless,15,2,3,2432.4285714285716,492.29411764705884,4.941006776709967
BIPOP-aCMA-STEP_loshchilov_noiseless,15,2,5,23070.875,5983.176470588235,3.8559576361169556
BIPOP-aCMA-STEP_loshchilov_noiseless,15,2,10,46643.53571428572,17701.137931034482,2.6350585988321145
BIPOP-aCMA-STEP_loshchilov_noiseless,15,3,2,1657.6923076923076,126.27272727272727,13.12787284709531
BIPOP-aCMA-STEP_loshchilov_noiseless,15,3,3,22774.260869565216,492.29411764705884,46.26149298394177
BIPOP-aCMA-STEP_loshchilov_noiseless,15,3,5,45912.45,5983.176470588235,7.673591147727943
BIPOP-aCMA-STEP_loshchilov_noiseless,15,3,10,118751.88461538461,17701.137931034482,6.708714720943625
BIPOP-aCMA-STEP_loshchilov_noiseless,15,4,2,1640.5454545454545,126.27272727272727,12.992080633549316
BIPOP-aCMA-STEP_loshchilov_noiseless,15,4,3,17331.25,492.29411764705884,35.20507229059625
BIPOP-aCMA-STEP_loshchilov_noiseless,15,4,5,9570.952380952382,5983.176470588235,1.5996440064906552
BIPOP-aCMA-STEP_loshchilov_noiseless,15,4,10,171938.11111111112,17701.137931034482,9.713393103934918
BIPOP-aCMA-STEP_loshchilov_noiseless,15,5,2,1848.8461538461538,126.27272727272727,14.641690203245279
BIPOP-aCMA-STEP_loshchilov_noiseless,15,5,3,20935.0,492.29411764705884,42.525391325128446
BIPOP-aCMA-STEP_loshchilov_noiseless,15,5,5,22665.38888888889,5983.176470588235,3.788186592908657
BIPOP-aCMA-STEP_loshchilov_noiseless,15,5,10,36793.0,17701.137931034482,2.078566934134373
BIPOP-aCMA-STEP_loshchilov_noiseless,16,1,2,256.0769230769231,177.9090909090909,1.4393695216383005
BIPOP-aCMA-STEP_loshchilov_noiseless,16,1,3,697.9,436.76190476190476,1.5978957697339728
BIPOP-aCMA-STEP_loshchilov_noiseless,16,1,5,23594.7,1038.6875,22.715879415127265
BIPOP-aCMA-STEP_loshchilov_noiseless,16,1,10,35853.566666666666,8234.56,4.354035512118033
BIPOP-aCMA-STEP_loshchilov_noiseless,16,2,2,1889.2727272727273,177.9090909090909,10.61931527848748
BIPOP-aCMA-STEP_loshchilov_noiseless,16,2,3,6841.0,436.76190476190476,15.662996075010902
BIPOP-aCMA-STEP_loshchilov_noiseless,16,2,5,10059.952380952382,1038.6875,9.685254112475967
BIPOP-aCMA-STEP_loshchilov_noiseless,16,2,10,43782.846153846156,8234.56,5.316962430760862
BIPOP-aCMA-STEP_loshchilov_noiseless,16,3,2,3445.153846153846,177.9090909090909,19.36468692268386
BIPOP-aCMA-STEP_loshchilov_noiseless,16,3,3,5165.807692307692,436.76190476190476,11.827514341306317
BIPOP-aCMA-STEP_loshchilov_noiseless,16,3,5,10814.0,1038.6875,10.411216077983031
BIPOP-aCMA-STEP_loshchilov_noiseless,16,3,10,37686.32,8234.56,4.576603971554036
BIPOP-aCMA-STEP_loshchilov_noiseless,16,4,2,318.9230769230769,177.9090909090909,1.7926182146928187
BIPOP-aCMA-STEP_loshchilov_noiseless,16,4,3,2337.5384615384614,436.76190476190476,5.351974235969003
BIPOP-aCMA-STEP_loshchilov_noiseless,16,4,5,1038.6875,1038.6875,1.0
BIPOP-aCMA-STEP_loshchilov_noiseless,16,4,10,45960.7,8234.56,5.581439688337932
BIPOP-aCMA-STEP_loshchilov_noiseless,16,5,2,3881.4166666666665,177.9090909090909,21.81685402827457
BIPOP-aCMA-STEP_loshchilov_noiseless,16,5,3,2379.5714285714284,436.76190476190476,5.4482119494112515
BIPOP-aCMA-STEP_loshchilov_noiseless,16,5,5,10444.5,1038.6875,10.05547866899332
BIPOP-aCMA-STEP_loshchilov_noiseless,16,5,10,32748.85714285714,8234.56,3.97700146004852
BIPOP-aCMA-STEP_loshchilov_noiseless,17,1,2,1284.8235294117646,412.76190476190476,3.1127473601346396
BIPOP-aCMA-STEP_loshchilov_noiseless,17,1,3,2141.6,592.5454545454545,3.614237496164468
BIPOP-aCMA-STEP_loshchilov_noiseless,17,1,5,6803.444444444444,1310.32,5.192200717721201
BIPOP-aCMA-STEP_loshchilov_noiseless,17,1,10,37921.724137931036,2803.4166666666665,13.526966786218377
BIPOP-aCMA-STEP_loshchilov_noiseless,17,2,2,1126.1875,412.76190476190476,2.7284191855099214
BIPOP-aCMA-STEP_loshchilov_noiseless,17,2,3,1459.88,592.5454545454545,2.463743479594968
BIPOP-aCMA-STEP_loshchilov_noiseless,17,2,5,4130.5,1310.32,3.152283411685695
BIPOP-aCMA-STEP_loshchilov_noiseless,17,2,10,35240.09375,2803.4166666666665,12.57040887607384
BIPOP-aCMA-STEP_loshchilov_noiseless,17,3,2,966.75,412.76190476190476,2.342149284725427
BIPOP-aCMA-STEP_loshchilov_noiseless,17,3,3,4124.210526315789,592.5454545454545,6.960158912162271
BIPOP-aCMA-STEP_loshchilov_noiseless,17,3,5,4666.103448275862,1310.32,3.5610411565692828
BIPOP-aCMA-STEP_loshchilov_noiseless,17,3,10,17813.90625,2803.4166666666665,6.35435554828929
BIPOP-aCMA-STEP_loshchilov_noiseless,17,4,2,568.3888888888889,412.76190476190476,1.3770381479772345
BIPOP-aCMA-STEP_loshchilov_noiseless,17,4,3,3837.535714285714,592.5454545454545,6.476356682593258
BIPOP-aCMA-STEP_loshchilov_noiseless,17,4,5,11323.75,1310.32,8.641972953171745
BIPOP-aCMA-STEP_loshchilov_noiseless,17,4,10,21007.34375,2803.4166666666665,7.493478939389436
BIPOP-aCMA-STEP_loshchilov_noiseless,17,5,2,1203.95,412.76190476190476,2.916814720812183
BIPOP-aCMA-STEP_loshchilov_noiseless,17,5,3,1754.75,592.5454545454545,2.9613761890150356
BIPOP-aCMA-STEP_loshchilov_noiseless,17,5,5,4639.592592592592,1310.32,3.5408088044085355
BIPOP-aCMA-STEP_loshchilov_noiseless,17,5,10,17119.6,2803.4166666666665,6.1066912398561275
BIPOP-aCMA-STEP_loshchilov_noiseless,18,1,2,1975.5882352941176,554.4,3.5634708428826074
BIPOP-aCMA-STEP_loshchilov_noiseless,18,1,3,2798.36,1077.2894736842106,2.597593375186262
BIPOP-aCMA-STEP_loshchilov_noiseless,18,1,5,5800.206896551724,3361.3529411764707,1.725557237831043
BIPOP-aCMA-STEP_loshchilov_noiseless,18,1,10,30791.25,14591.9898989899,2.1101474311006383
BIPOP-aCMA-STEP_loshchilov_noiseless,18,2,2,1634.642857142857,554.4,2.9484900020614306
BIPOP-aCMA-STEP_loshchilov_noiseless,18,2,3,2853.6923076923076,1077.2894736842106,2.6489559003421763
BIPOP-aCMA-STEP_loshchilov_noiseless,18,2,5,3703.6428571428573,3361.3529411764707,1.1018309954225114
BIPOP-aCMA-STEP_loshchilov_noiseless,18,2,10,24690.75,14591.9898989899,1.6920755956464284
BIPOP-aCMA-STEP_loshchilov_noiseless,18,3,2,3967.722222222222,554.4,7.1567861151194485
BIPOP-aCMA-STEP_loshchilov_noiseless,18,3,3,2233.529411764706,1077.2894736842106,2.073286211668144
BIPOP-aCMA-STEP_loshchilov_noiseless,18,3,5,9426.82142857143,3361.3529411764707,2.8044723638190905
BIPOP-aCMA-STEP_loshchilov_noiseless,18,3,10,38077.4,14591.9898989899,2.609472749335979
BIPOP-aCMA-STEP_loshchilov_noiseless,18,4,2,2000.9333333333334,554.4,3.6091871091871095
BIPOP-aCMA-STEP_loshchilov_noiseless,18,4,3,3008.904761904762,1077.2894736842106,2.7930327320609947
BIPOP-aCMA-STEP_loshchilov_noiseless,18,4,5,10592.310344827587,3361.3529411764707,3.1512044495750833
BIPOP-aCMA-STEP_loshchilov_noiseless,18,4,10,51550.75862068965,14591.9898989899,3.532812109762915
BIPOP-aCMA-STEP_loshchilov_noiseless,18,5,2,1939.4736842105262,554.4,3.498329156223893
BIPOP-aCMA-STEP_loshchilov_noiseless,18,5,3,2723.1739130434785,1077.2894736842106,2.5278014680033265
BIPOP-aCMA-STEP_loshchilov_noiseless,18,5,5,9496.793103448275,3361.3529411764707,2.825288885053649
BIPOP-aCMA-STEP_loshchilov_noiseless,18,5,10,57036.58064516129,14591.9898989899,3.9087596030414966
BIPOP-aCMA-STEP_loshchilov_noiseless,19,1,2,1848.3333333333333,218.0,8.478593272171253
BIPOP-aCMA-STEP_loshchilov_noiseless,19,1,3,69451.15384615384,679.8780487804878,102.15236978268368
BIPOP-aCMA-STEP_loshchilov_noiseless,19,1,5,106916.52380952382,12788.318181818182,8.360483551428413
BIPOP-aCMA-STEP_loshchilov_noiseless,19,1,10,844210.695652174,123907.62790697675,6.813226190448601
BIPOP-aCMA-STEP_loshchilov_noiseless,19,2,2,3029.818181818182,218.0,13.898248540450377
BIPOP-aCMA-STEP_loshchilov_noiseless,19,2,3,12193.333333333334,679.8780487804878,17.9345889387145
BIPOP-aCMA-STEP_loshchilov_noiseless,19,2,5,274388.3333333333,12788.318181818182,21.456170344857817
BIPOP-aCMA-STEP_loshchilov_noiseless,19,2,10,894126.5652173914,123907.62790697675,7.216073621300006
BIPOP-aCMA-STEP_loshchilov_noiseless,19,3,2,2135.8,218.0,9.79724770642202
BIPOP-aCMA-STEP_loshchilov_noiseless,19,3,3,20892.157894736843,679.8780487804878,30.729272598536703
BIPOP-aCMA-STEP_loshchilov_noiseless,19,3,5,12788.318181818182,12788.318181818182,1.0
BIPOP-aCMA-STEP_loshchilov_noiseless,19,3,10,2025875.7307692308,123907.62790697675,16.349887129549042
BIPOP-aCMA-STEP_loshchilov_noiseless,19,4,2,450.2,218.0,2.065137614678899
BIPOP-aCMA-STEP_loshchilov_noiseless,19,4,3,65554.61538461539,679.8780487804878,96.42113832355986
BIPOP-aCMA-STEP_loshchilov_noiseless,19,4,5,141994.86956521738,12788.318181818182,11.10348268993642
BIPOP-aCMA-STEP_loshchilov_noiseless,19,4,10,1308332.6206896552,123907.62790697675,10.55893525515541
BIPOP-aCMA-STEP_loshchilov_noiseless,19,5,2,7765.923076923077,218.0,35.62350035285815
BIPOP-aCMA-STEP_loshchilov_noiseless,19,5,3,36157.555555555555,679.8780487804878,53.18241355256602
BIPOP-aCMA-STEP_loshchilov_noiseless,19,5,5,195730.65,12788.318181818182,15.305425405999083
BIPOP-aCMA-STEP_loshchilov_noiseless,19,5,10,2032260.888888889,123907.62790697675,16.401418727946293
BIPOP-aCMA-STEP_loshchilov_noiseless,20,1,2,7499.846153846154,153.5,48.85893259834628
BIPOP-aCMA-STEP_loshchilov_noiseless,20,1,3,25194.214285714286,458.48,54.951610289902035
BIPOP-aCMA-STEP_loshchilov_noiseless,20,1,5,134781.70833333334,5855.166666666667,23.019277845777236
BIPOP-aCMA-STEP_loshchilov_noiseless,20,1,10,906826.96,74530.03448275862,12.167268756728946
BIPOP-aCMA-STEP_loshchilov_noiseless,20,2,2,2717.4,153.5,17.702931596091204
BIPOP-aCMA-STEP_loshchilov_noiseless,20,2,3,2723.5714285714284,458.48,5.940436722586434
BIPOP-aCMA-STEP_loshchilov_noiseless,20,2,5,55983.6,5855.166666666667,9.561401611112691
BIPOP-aCMA-STEP_loshchilov_noiseless,20,2,10,607272.4230769231,74530.03448275862,8.148022837925915
BIPOP-aCMA-STEP_loshchilov_noiseless,20,3,2,9341.066666666668,153.5,60.853854505971775
BIPOP-aCMA-STEP_loshchilov_noiseless,20,3,3,11222.29411764706,458.48,24.477172652344834
BIPOP-aCMA-STEP_loshchilov_noiseless,20,3,5,170528.41666666666,5855.166666666667,29.124434260339868
BIPOP-aCMA-STEP_loshchilov_noiseless,20,3,10,710712.8965517242,74530.03448275862,9.535926039536943
BIPOP-aCMA-STEP_loshchilov_noiseless,20,4,2,8156.454545454545,153.5,53.13651169677228
BIPOP-aCMA-STEP_loshchilov_noiseless,20,4,3,22682.35714285714,458.48,49.47294787745843
BIPOP-aCMA-STEP_loshchilov_noiseless,20,4,5,173190.5,5855.166666666667,29.57908969286385
BIPOP-aCMA-STEP_loshchilov_noiseless,20,4,10,644431.2413793104,74530.03448275862,8.646597923262595
BIPOP-aCMA-STEP_loshchilov_noiseless,20,5,2,10145.333333333334,153.5,66.09337676438653
BIPOP-aCMA-STEP_loshchilov_noiseless,20,5,3,11175.42857142857,458.48,24.374953261709496
BIPOP-aCMA-STEP_loshchilov_noiseless,20,5,5,160082.375,5855.166666666667,27.340361788733595
BIPOP-aCMA-STEP_loshchilov_noiseless,20,5,10,736009.6896551724,74530.03448275862,9.875343474118973
BIPOP-aCMA-STEP_loshchilov_noiseless,21,1,2,191.5,93.44444444444444,2.049346016646849
BIPOP-aCMA-STEP_loshchilov_noiseless,21,1,3,1299.5833333333333,152.64285714285714,8.5138823896428
BIPOP-aCMA-STEP_loshchilov_noiseless,21,1,5,56379.73333333333,285.93333333333334,197.17789694567497
BIPOP-aCMA-STEP_loshchilov_noiseless,21,1,10,43683.565217391304,432.94736842105266,100.89809617437815
BIPOP-aCMA-STEP_loshchilov_noiseless,21,2,2,955.5,93.44444444444444,10.225326991676576
BIPOP-aCMA-STEP_loshchilov_noiseless,21,2,3,9265.8,152.64285714285714,60.70248011230697
BIPOP-aCMA-STEP_loshchilov_noiseless,21,2,5,6202.222222222223,285.93333333333334,21.691147897722857
BIPOP-aCMA-STEP_loshchilov_noiseless,21,2,10,385737.1818181818,432.94736842105266,890.956291581018
BIPOP-aCMA-STEP_loshchilov_noiseless,21,3,2,8065.285714285715,93.44444444444444,86.31102429081027
BIPOP-aCMA-STEP_loshchilov_noiseless,21,3,3,2830.076923076923,152.64285714285714,18.540513300457146
BIPOP-aCMA-STEP_loshchilov_noiseless,21,3,5,626.7142857142857,285.93333333333334,2.191819604969523
BIPOP-aCMA-STEP_loshchilov_noiseless,21,3,10,1033.5555555555557,432.94736842105266,2.3872545046870357
BIPOP-aCMA-STEP_loshchilov_noiseless,21,4,2,5329.0,93.44444444444444,57.02853745541022
BIPOP-aCMA-STEP_loshchilov_noiseless,21,4,3,4819.692307692308,152.64285714285714,31.57496130448868
BIPOP-aCMA-STEP_loshchilov_noiseless,21,4,5,2790.9444444444443,285.93333333333334,9.760822258490712
BIPOP-aCMA-STEP_loshchilov_noiseless,21,4,10,11368.421052631578,432.94736842105266,26.258205689277897
BIPOP-aCMA-STEP_loshchilov_noiseless,21,5,2,115.25,93.44444444444444,1.2333531510107016
BIPOP-aCMA-STEP_loshchilov_noiseless,21,5,3,7737.25,152.64285714285714,50.68858212447356
BIPOP-aCMA-STEP_loshchilov_noiseless,21,5,5,31619.375,285.93333333333334,110.58303217533225
BIPOP-aCMA-STEP_loshchilov_noiseless,21,5,10,26787.9,432.94736842105266,61.873340627279354
BIPOP-aCMA-STEP_loshchilov_noiseless,22,1,2,282.375,91.5,3.0860655737704916
BIPOP-aCMA-STEP_loshchilov_noiseless,22,1,3,15065.0,191.33333333333334,78.7369337979094
BIPOP-aCMA-STEP_loshchilov_noiseless,22,1,5,8095.333333333333,418.55555555555554,19.341120254844704
BIPOP-aCMA-STEP_loshchilov_noiseless,22,1,10,118299.68181818182,2093.6153846153848,56.504973495843174
BIPOP-aCMA-STEP_loshchilov_noiseless,22,2,2,335.25,91.5,3.6639344262295084
BIPOP-aCMA-STEP_loshchilov_noiseless,22,2,3,454.9166666666667,191.33333333333334,2.3776132404181185
BIPOP-aCMA-STEP_loshchilov_noiseless,22,2,5,607.3125,418.55555555555554,1.4509722590921157
BIPOP-aCMA-STEP_loshchilov_noiseless,22,2,10,143820.81818181818,2093.6153846153848,68.69495669484647
BIPOP-aCMA-STEP_loshchilov_noiseless,22,3,2,1365.142857142857,91.5,14.91959406713505
BIPOP-aCMA-STEP_loshchilov_noiseless,22,3,3,2371.2,191.33333333333334,12.393031358885017
BIPOP-aCMA-STEP_loshchilov_noiseless,22,3,5,3395.923076923077,418.55555555555554,8.113434481631987
BIPOP-aCMA-STEP_loshchilov_noiseless,22,3,10,387783.4210526316,2093.6153846153848,185.22190078569315
BIPOP-aCMA-STEP_loshchilov_noiseless,22,4,2,1423.75,91.5,15.560109289617486
BIPOP-aCMA-STEP_loshchilov_noiseless,22,4,3,32357.30769230769,191.33333333333334,169.11484856606808
BIPOP-aCMA-STEP_loshchilov_noiseless,22,4,5,115256.25,418.55555555555554,275.3666710910539
BIPOP-aCMA-STEP_loshchilov_noiseless,22,4,10,2993604.653846154,2093.6153846153848,1429.8732593599589
BIPOP-aCMA-STEP_loshchilov_noiseless,22,5,2,143.5,91.5,1.5683060109289617
BIPOP-aCMA-STEP_loshchilov_noiseless,22,5,3,6570.733333333334,191.33333333333334,34.34181184668989
BIPOP-aCMA-STEP_loshchilov_noiseless,22,5,5,9662.052631578947,418.55555555555554,23.08427759071158
BIPOP-aCMA-STEP_loshchilov_noiseless,22,5,10,18384.782608695652,2093.6153846153848,8.781356281480084
BIPOP-aCMA-STEP_loshchilov_noiseless,23,1,2,3003.1304347826085,542.8260869565217,5.5323988786543845
BIPOP-aCMA-STEP_loshchilov_noiseless,23,1,3,8586.592592592593,1097.6818181818182,7.822478654894076
BIPOP-aCMA-STEP_loshchilov_noiseless,23,1,5,22815.333333333332,2303.3835616438355,9.905138559316153
BIPOP-aCMA-STEP_loshchilov_noiseless,23,1,10,1006705.1875,33065.43965517241,30.445843091716505
BIPOP-aCMA-STEP_loshchilov_noiseless,23,2,2,5650.6,542.8260869565217,10.409595514617541
BIPOP-aCMA-STEP_loshchilov_noiseless,23,2,3,2957.769230769231,1097.6818181818182,2.6945597365076432
BIPOP-aCMA-STEP_loshchilov_noiseless,23,2,5,18604.1,2303.3835616438355,8.076857154751497
BIPOP-aCMA-STEP_loshchilov_noiseless,23,2,10,44166.24137931035,33065.43965517241,1.3357221872717921
BIPOP-aCMA-STEP_loshchilov_noiseless,23,3,2,1041.6666666666667,542.8260869565217,1.9189694299826459
BIPOP-aCMA-STEP_loshchilov_noiseless,23,3,3,7530.15,1097.6818181818182,6.860048035115325
BIPOP-aCMA-STEP_loshchilov_noiseless,23,3,5,48402.46666666667,2303.3835616438355,21.01363727373469
BIPOP-aCMA-STEP_loshchilov_noiseless,23,3,10,685326.5161290322,33065.43965517241,20.726369383744967
BIPOP-aCMA-STEP_loshchilov_noiseless,23,4,2,1477.15,542.8260869565217,2.721221465758911
BIPOP-aCMA-STEP_loshchilov_noiseless,23,4,3,1775.6896551724137,1097.6818181818182,1.6176724673399767
BIPOP-aCMA-STEP_loshchilov_noiseless,23,4,5,18373.758620689656,2303.3835616438355,7.976855842271019
BIPOP-aCMA-STEP_loshchilov_noiseless,23,4,10,80634.13333333333,33065.43965517241,2.4386227485325382
BIPOP-aCMA-STEP_loshchilov_noiseless,23,5,2,7484.272727272727,542.8260869565217,13.787606946517638
BIPOP-aCMA-STEP_loshchilov_noiseless,23,5,3,5055.363636363636,1097.6818181818182,4.6054909105967115
BIPOP-aCMA-STEP_loshchilov_noiseless,23,5,5,50957.11111111111,2303.3835616438355,22.122720661749014
BIPOP-aCMA-STEP_loshchilov_noiseless,23,5,10,173586.84375,33065.43965517241,5.249796934813957
BIPOP-aCMA-STEP_loshchilov_noiseless,24,1,2,357000.0,525.5555555555555,679.2811839323467
BIPOP-aCMA-STEP_loshchilov_noiseless,24,1,3,inf,6952.75,1000000.0
BIPOP-aCMA-STEP_loshchilov_noiseless,24,1,5,8379428.0,102048.92307692308,82.11187092766968
BIPOP-aCMA-STEP_loshchilov_noiseless,24,1,10,inf,695303.2166666667,1000000.0
BIPOP-aCMA-STEP_loshchilov_noiseless,24,2,2,184786.94444444444,525.5555555555555,351.60306553911204
BIPOP-aCMA-STEP_loshchilov_noiseless,24,2,3,2818035.875,6952.75,405.3124123548236
BIPOP-aCMA-STEP_loshchilov_noiseless,24,2,5,11540342.666666666,102048.92307692308,113.08637385587807
BIPOP-aCMA-STEP_loshchilov_noiseless,24,2,10,inf,695303.2166666667,1000000.0
BIPOP-aCMA-STEP_loshchilov_noiseless,24,3,2,87289.5,525.5555555555555,166.08995771670192
BIPOP-aCMA-STEP_loshchilov_noiseless,24,3,3,1946146.0,6952.75,279.9102513393981
BIPOP-aCMA-STEP_loshchilov_noiseless,24,3,5,7445286.0,102048.92307692308,72.95800656698597
BIPOP-aCMA-STEP_loshchilov_noiseless,24,3,10,inf,695303.2166666667,1000000.0
BIPOP-aCMA-STEP_loshchilov_noiseless,24,4,2,187125.8,525.5555555555555,356.0533192389006
BIPOP-aCMA-STEP_loshchilov_noiseless,24,4,3,1805150.3333333333,6952.75,259.63112916951326
BIPOP-aCMA-STEP_loshchilov_noiseless,24,4,5,5347088.260869565,102048.92307692308,52.39730219239064
BIPOP-aCMA-STEP_loshchilov_noiseless,24,4,10,8771981.633333333,695303.2166666667,12.616052138212218
BIPOP-aCMA-STEP_loshchilov_noiseless,24,5,2,957395.3846153846,525.5555555555555,1821.6825500081316
BIPOP-aCMA-STEP_loshchilov_noiseless,24,5,3,533483.5,6952.75,76.7298550933084
BIPOP-aCMA-STEP_loshchilov_noiseless,24,5,5,2743893.6666666665,102048.92307692308,26.888021783418107
BIPOP-aCMA-STEP_loshchilov_noiseless,24,5,10,inf,695303.2166666667,1000000.0
BIPOPsaACM_loshchilov_noiseless,1,1,2,93.81818181818181,57.5,1.6316205533596837
BIPOPsaACM_loshchilov_noiseless,1,1,3,135.2,72.66666666666667,1.860550458715596
BIPOPsaACM_loshchilov_noiseless,1,1,5,226.44,76.66666666666667,2.9535652173913043
BIPOPsaACM_loshchilov_noiseless,1,1,10,391.3333333333333,104.0,3.7628205128205128
BIPOPsaACM_loshchilov_noiseless,1,2,2,174.14285714285714,57.5,3.0285714285714285
BIPOPsaACM_loshchilov_noiseless,1,2,3,170.57142857142858,72.66666666666667,2.347313237221494
BIPOPsaACM_loshchilov_noiseless,1,2,5,233.04761904761904,76.66666666666667,3.0397515527950305
BIPOPsaACM_loshchilov_noiseless,1,2,10,402.72,104.0,3.8723076923076927
BIPOPsaACM_loshchilov_noiseless,1,3,2,126.2,57.5,2.194782608695652
BIPOPsaACM_loshchilov_noiseless,1,3,3,138.0,72.66666666666667,1.8990825688073394
BIPOPsaACM_loshchilov_noiseless,1,3,5,256.6521739130435,76.66666666666667,3.3476370510396976
BIPOPsaACM_loshchilov_noiseless,1,3,10,392.9583333333333,104.0,3.7784455128205128
BIPOPsaACM_loshchilov_noiseless,1,4,2,116.0,57.5,2.017391304347826
BIPOPsaACM_loshchilov_noiseless,1,4,3,139.75,72.66666666666667,1.9231651376146788
BIPOPsaACM_loshchilov_noiseless,1,4,5,227.96,76.66666666666667,2.973391304347826
BIPOPsaACM_loshchilov_noiseless,1,4,10,458.8636363636364,104.0,4.41215034965035
BIPOPsaACM_loshchilov_noiseless,1,5,2,105.05882352941177,57.5,1.8271099744245525
BIPOPsaACM_loshchilov_noiseless,1,5,3,127.07692307692308,72.66666666666667,1.7487649964714185
BIPOPsaACM_loshchilov_noiseless,1,5,5,224.33333333333334,76.66666666666667,2.926086956521739
BIPOPsaACM_loshchilov_noiseless,1,5,10,393.5217391304348,104.0,3.783862876254181
BIPOPsaACM_loshchilov_noiseless,2,1,2,221.30769230769232,109.11111111111111,2.0282782390725367
BIPOPsaACM_loshchilov_noiseless,2,1,3,451.2857142857143,162.6875,2.773942154656715
BIPOPsaACM_loshchilov_noiseless,2,1,5,841.9333333333333,209.21428571428572,4.024263115966769
BIPOPsaACM_loshchilov_noiseless,2,1,10,1789.0,524.5384615384615,3.410617392579557
BIPOPsaACM_loshchilov_noiseless,2,2,2,252.9090909090909,109.11111111111111,2.3179040918348455
BIPOPsaACM_loshchilov_noiseless,2,2,3,372.8125,162.6875,2.291586630810603
BIPOPsaACM_loshchilov_noiseless,2,2,5,729.8666666666667,209.21428571428572,3.488608171161944
BIPOPsaACM_loshchilov_noiseless,2,2,10,1807.0416666666667,524.5384615384615,3.445012709585961
BIPOPsaACM_loshchilov_noiseless,2,3,2,253.6,109.11111111111111,2.3242362525458247
BIPOPsaACM_loshchilov_noiseless,2,3,3,425.6875,162.6875,2.616596235113331
BIPOPsaACM_loshchilov_noiseless,2,3,5,731.05,209.21428571428572,3.4942642540116076
BIPOPsaACM_loshchilov_noiseless,2,3,10,1725.4583333333333,524.5384615384615,3.289479151390722
